handle,platform,followers,average_likes,average_comments,average_views,gcc_audience_pct,saudi_audience_pct,uae_audience_pct,female_audience_pct,beauty_content_pct,fashion_content_pct,luxury_content_pct,lifestyle_content_pct,sponsored_content_pct,content_consistency_score,comment_quality_score,success,is_synthetic
@synthetic_creator_0913,snapchat,127185,2555,52,31493,17.4,10.1,2.6,56.2,20.9,0.1,7.7,0.2,5.6,0.64,0.91,1,True
@synthetic_creator_0914,instagram,877547,16274,263,141956,68.1,20.5,13.3,39.5,14.3,29.7,14.7,4.1,12.1,0.937,0.931,1,True
@synthetic_creator_0915,instagram,1076267,50327,921,54224,5.2,1.6,1.5,60.3,39.4,33.0,22.4,8.3,16.3,0.913,0.548,0,True
@synthetic_creator_0916,instagram,1503884,46666,1927,531072,29.1,16.8,8.9,57.8,28.1,36.0,9.4,19.5,11.3,0.658,0.514,1,True
@synthetic_creator_0917,tiktok,506508,31141,471,101456,40.6,18.9,9.8,45.1,38.7,33.3,8.6,17.2,7.5,0.724,0.814,1,True
@synthetic_creator_0918,tiktok,1377959,21322,1000,306225,75.1,47.7,10.7,76.7,36.8,48.6,3.7,25.3,9.2,0.511,0.3,1,True
@synthetic_creator_0919,instagram,28086,1150,62,2225,87.4,32.3,35.5,84.2,21.5,40.0,0.0,5.8,29.0,0.743,0.349,1,True
@synthetic_creator_0920,instagram,183232,8627,485,62846,82.6,25.2,18.9,64.6,0.8,65.2,10.7,5.2,31.8,0.94,0.678,1,True
@synthetic_creator_0921,instagram,94806,8793,378,10392,51.2,23.3,9.9,60.4,0.0,71.5,2.9,20.2,3.4,0.826,0.393,1,True
@synthetic_creator_0922,tiktok,309610,5668,112,59976,0.0,0.0,0.0,71.5,90.5,0.0,0.0,7.0,18.4,0.709,0.782,0,True
@synthetic_creator_0923,snapchat,135166,3616,51,46509,64.8,44.6,5.0,64.7,59.6,0.0,14.2,9.0,0.5,0.729,0.634,1,True
@synthetic_creator_0924,instagram,219830,10535,227,46213,91.8,60.0,14.3,48.8,56.8,24.9,0.0,0.0,16.7,0.491,0.748,1,True
@synthetic_creator_0925,youtube,2567927,119161,6922,965292,85.8,42.4,23.7,55.2,16.5,32.6,18.1,17.9,5.0,0.814,0.702,1,True
@synthetic_creator_0926,snapchat,218892,14909,866,26980,66.6,41.6,8.4,60.6,30.2,23.9,14.8,30.4,8.2,0.784,0.813,1,True
@synthetic_creator_0927,instagram,440890,21211,617,132413,25.3,8.3,6.3,68.7,13.7,35.6,6.0,4.7,0.2,0.844,0.54,0,True
@synthetic_creator_0928,instagram,203064,2628,69,79661,41.9,22.1,6.6,65.1,3.8,20.9,9.4,25.2,5.0,0.573,0.35,0,True
@synthetic_creator_0929,tiktok,293859,19205,681,71221,100.0,67.0,13.4,68.2,18.2,14.6,0.0,14.4,8.4,0.494,0.785,1,True
@synthetic_creator_0930,youtube,270281,15102,371,78993,19.6,9.0,7.8,42.1,56.5,16.9,17.5,0.0,0.7,0.599,0.825,0,True
@synthetic_creator_0931,instagram,459543,372,21,86223,26.3,18.0,3.8,75.0,46.8,22.0,11.9,6.1,10.0,0.588,0.538,1,True
@synthetic_creator_0932,instagram,1086388,44882,945,340004,78.6,30.5,21.7,65.1,10.6,37.7,12.6,5.4,14.8,0.358,0.759,1,True
@synthetic_creator_0933,tiktok,1937429,92425,2630,713179,44.2,15.1,12.6,100.0,23.7,17.7,15.0,11.8,5.5,0.658,0.914,0,True
@synthetic_creator_0934,youtube,389081,42429,1335,115194,25.5,13.0,9.7,59.2,45.0,20.7,3.6,19.2,2.1,0.559,0.43,0,True
@synthetic_creator_0935,instagram,544409,6630,107,205555,93.2,61.8,8.5,69.9,18.6,33.6,0.0,33.5,1.9,0.934,0.776,1,True
@synthetic_creator_0936,instagram,67437,1466,42,17265,66.5,28.2,27.7,100.0,31.6,22.0,19.6,0.7,5.2,0.511,0.9,1,True
@synthetic_creator_0937,instagram,241481,5228,276,60852,45.5,28.2,6.8,67.9,38.0,41.8,16.9,10.2,15.5,0.731,0.654,0,True
@synthetic_creator_0938,snapchat,829308,9704,165,129885,26.4,9.7,12.9,64.0,37.8,11.2,4.6,6.0,16.9,0.867,0.809,0,True
@synthetic_creator_0939,tiktok,758548,31204,1223,226327,100.0,59.8,15.6,50.2,35.1,8.0,14.1,2.3,42.8,0.629,0.481,1,True
@synthetic_creator_0940,instagram,345909,16834,510,124071,54.4,28.4,6.5,87.9,16.9,29.6,22.6,16.0,22.0,0.499,0.96,1,True
@synthetic_creator_0941,youtube,777370,29110,539,214717,89.9,33.3,29.0,47.6,19.0,31.1,21.4,15.0,4.6,0.856,0.146,1,True
@synthetic_creator_0942,instagram,483554,37345,396,63618,77.3,45.4,10.7,71.4,7.3,12.0,4.4,0.0,27.8,0.818,0.687,0,True
@synthetic_creator_0943,youtube,1132986,7289,172,272413,42.0,24.6,11.3,57.9,0.0,45.2,0.0,15.2,3.8,0.55,0.64,0,True
@synthetic_creator_0944,instagram,379735,32624,427,119456,42.2,21.3,12.4,62.2,27.7,53.9,0.0,2.9,16.5,0.447,0.435,0,True
@synthetic_creator_0945,instagram,175108,10336,298,66326,91.2,35.6,34.0,43.6,46.3,15.6,6.9,15.1,10.3,0.52,0.74,0,True
@synthetic_creator_0946,instagram,401518,13003,656,42082,91.6,32.3,18.7,85.1,2.4,47.3,24.6,27.7,5.2,0.671,0.625,1,True
@synthetic_creator_0947,instagram,7968,401,18,753,8.1,5.5,1.6,60.8,35.5,0.0,2.7,19.6,35.6,0.811,0.593,0,True
@synthetic_creator_0948,youtube,424837,11456,657,82643,68.7,38.7,11.6,46.8,45.7,41.1,4.0,16.8,4.5,0.545,0.818,1,True
@synthetic_creator_0949,instagram,5000,156,4,469,52.0,32.4,15.6,83.8,0.0,12.1,3.8,9.7,5.5,0.97,0.55,0,True
@synthetic_creator_0950,instagram,33922,1757,79,13336,29.2,16.9,7.9,57.4,24.6,39.6,4.7,15.7,14.1,0.744,0.813,0,True
@synthetic_creator_0951,tiktok,461446,23411,1012,91600,61.5,38.9,12.6,70.0,62.9,10.6,9.9,20.6,35.1,0.591,0.786,0,True
@synthetic_creator_0952,instagram,475934,6725,140,112683,21.3,7.8,9.7,77.6,41.0,24.0,0.0,19.6,15.5,0.635,0.603,0,True
@synthetic_creator_0953,instagram,66508,1083,27,8611,43.3,21.6,12.0,72.1,0.0,12.8,20.8,14.0,0.1,0.715,0.42,0,True
@synthetic_creator_0954,instagram,114173,3119,113,23655,35.0,19.9,8.1,32.1,43.2,21.8,8.6,17.2,1.8,0.647,0.887,0,True
@synthetic_creator_0955,snapchat,1389770,143915,7171,548462,42.5,14.5,9.6,75.4,15.0,52.4,34.8,1.8,38.8,0.287,0.61,1,True
@synthetic_creator_0956,tiktok,150116,2765,91,33181,53.2,19.2,20.7,63.5,43.8,23.4,0.0,7.7,6.6,0.601,0.884,0,True
@synthetic_creator_0957,youtube,3959009,239880,5130,210177,29.6,16.4,5.6,60.1,16.2,56.7,25.9,22.1,0.7,0.554,0.836,0,True
@synthetic_creator_0958,tiktok,267719,22126,1320,36111,94.3,61.1,7.5,63.4,28.9,19.2,23.9,23.4,3.2,0.78,0.554,1,True
@synthetic_creator_0959,instagram,437855,5650,89,171840,67.3,38.0,20.2,40.8,19.2,47.4,5.9,15.9,3.7,0.614,0.668,1,True
@synthetic_creator_0960,instagram,1867757,6680,386,739956,99.9,31.4,15.8,67.9,30.1,0.6,6.0,29.8,9.5,0.543,0.862,1,True
@synthetic_creator_0961,tiktok,314026,12732,642,38836,51.0,35.1,9.6,44.5,18.7,20.7,0.8,20.1,5.9,0.588,0.78,1,True
@synthetic_creator_0962,instagram,80594,1823,94,21385,41.3,14.7,7.8,60.7,25.5,17.0,0.9,12.7,34.8,0.502,0.552,0,True
@synthetic_creator_0963,snapchat,235231,4430,220,18093,99.0,38.9,27.6,67.3,6.5,48.1,10.0,2.8,55.7,0.829,0.647,1,True
@synthetic_creator_0964,instagram,257112,23518,479,64819,40.5,28.0,9.0,81.1,39.8,27.8,10.2,29.4,10.2,0.566,0.855,0,True
@synthetic_creator_0965,instagram,52172,376,15,4907,50.5,30.8,5.1,52.7,33.5,0.0,0.0,22.7,4.7,0.553,0.766,1,True
@synthetic_creator_0966,tiktok,197402,1365,65,66431,73.0,49.2,14.3,86.8,0.0,5.3,32.9,33.0,0.5,0.868,0.72,0,True
@synthetic_creator_0967,instagram,110124,1921,90,41720,24.1,15.0,5.2,79.2,49.9,9.8,7.4,36.7,1.6,0.722,0.5,0,True
@synthetic_creator_0968,tiktok,813604,95351,2248,89940,72.8,40.8,23.0,58.6,26.5,39.0,10.7,2.1,11.6,0.752,0.853,1,True
@synthetic_creator_0969,tiktok,279717,2800,53,59285,69.6,28.8,12.4,48.4,33.2,37.1,3.7,2.2,15.5,0.802,0.917,1,True
@synthetic_creator_0970,tiktok,191117,11760,310,16381,86.7,37.4,33.6,43.3,45.3,20.5,7.3,0.0,0.3,0.317,0.965,1,True
@synthetic_creator_0971,youtube,236234,4461,151,39852,77.3,52.4,11.7,69.1,36.6,16.8,6.4,24.2,22.1,0.912,0.82,1,True
@synthetic_creator_0972,instagram,350721,12766,493,25526,87.5,56.4,14.2,53.9,53.3,35.7,10.0,21.6,9.0,0.902,0.633,1,True
@synthetic_creator_0973,instagram,562517,15520,804,80210,52.2,23.2,12.1,83.0,24.1,8.1,9.9,16.0,47.7,0.864,0.543,0,True
@synthetic_creator_0974,youtube,80849,1156,56,32062,33.4,15.0,7.9,54.8,50.7,31.9,18.0,2.7,12.3,0.72,0.255,0,True
@synthetic_creator_0975,instagram,76887,4352,190,5044,100.0,41.9,29.7,51.5,32.5,30.6,12.3,14.1,30.5,0.638,0.539,1,True
@synthetic_creator_0976,instagram,1010155,24081,558,354199,16.8,7.2,2.5,68.5,40.2,20.9,17.0,16.8,8.4,0.85,0.894,1,True
@synthetic_creator_0977,instagram,163602,7990,271,12615,19.3,12.5,3.1,54.7,38.1,31.0,9.9,22.8,18.9,0.777,0.578,0,True
@synthetic_creator_0978,tiktok,49010,799,21,11524,69.1,21.0,28.4,65.1,54.8,26.5,12.3,17.7,4.0,0.668,0.773,1,True
@synthetic_creator_0979,tiktok,457062,42741,929,95179,95.6,45.4,25.1,79.8,44.4,32.5,7.6,21.6,40.1,0.843,0.634,1,True
@synthetic_creator_0980,instagram,467915,16678,175,175956,59.7,40.5,5.8,66.8,21.1,5.0,20.0,13.8,0.1,0.668,0.833,1,True
@synthetic_creator_0981,instagram,42750,1983,53,5115,80.0,41.4,16.1,66.8,17.2,34.2,13.2,26.8,6.7,0.689,0.47,0,True
@synthetic_creator_0982,instagram,353407,17940,409,39895,5.1,2.5,1.2,68.1,29.0,40.4,8.4,21.3,2.0,0.94,0.772,0,True
@synthetic_creator_0983,instagram,648683,30535,1178,202421,42.5,18.1,14.7,39.6,14.8,29.8,8.1,3.1,20.7,0.796,0.851,0,True
@synthetic_creator_0984,instagram,420526,11005,144,127840,8.2,2.7,4.0,70.9,9.0,34.0,8.9,28.9,4.5,0.552,0.502,0,True
@synthetic_creator_0985,tiktok,572849,27730,652,168826,74.5,29.0,24.1,67.4,0.0,23.4,10.3,27.3,1.0,0.506,0.508,1,True
@synthetic_creator_0986,snapchat,49755,1595,19,2942,16.3,5.5,6.6,78.4,0.0,38.4,9.4,19.7,10.4,0.862,0.774,0,True
@synthetic_creator_0987,tiktok,399212,36981,1555,56283,23.1,8.1,3.7,74.1,69.7,26.0,4.4,17.8,11.3,0.539,0.899,1,True
@synthetic_creator_0988,youtube,186624,10831,416,64191,67.9,24.8,33.3,62.0,16.9,7.8,17.6,31.6,10.7,0.884,0.589,1,True
@synthetic_creator_0989,snapchat,150339,9466,254,39133,81.5,34.3,18.4,80.5,68.1,37.3,18.3,0.0,2.9,0.657,0.842,0,True
@synthetic_creator_0990,tiktok,762735,42939,745,198897,51.0,15.5,14.6,60.6,38.1,0.5,27.8,27.4,16.8,0.387,0.707,1,True
@synthetic_creator_0991,tiktok,1583470,56385,3264,243174,69.3,47.1,7.4,68.7,29.0,29.2,4.0,10.2,14.6,0.784,0.509,0,True
@synthetic_creator_0992,youtube,2311122,54076,2120,326008,68.4,23.9,11.2,60.3,0.0,19.2,16.7,26.0,30.8,0.748,0.98,0,True
@synthetic_creator_0993,tiktok,1299863,29125,1280,495630,49.6,22.5,18.3,71.9,30.1,18.3,0.0,16.2,26.5,0.696,0.682,1,True
@synthetic_creator_0994,instagram,235229,6180,225,71677,27.6,18.0,3.3,59.4,67.8,27.6,18.3,2.6,47.9,0.865,0.942,0,True
@synthetic_creator_0995,instagram,409734,24645,1240,38680,69.1,23.7,16.8,89.7,61.2,14.4,0.0,10.0,22.6,0.321,0.946,1,True
@synthetic_creator_0996,tiktok,673462,5324,291,254701,70.3,34.7,11.0,95.3,35.5,32.7,0.2,25.2,5.9,0.803,0.85,1,True
@synthetic_creator_0997,youtube,310336,13580,395,78772,77.4,49.3,22.0,78.1,7.0,25.9,13.3,12.9,8.6,0.809,0.875,1,True
@synthetic_creator_0998,tiktok,313927,2058,91,52324,62.8,32.8,20.0,88.1,10.9,15.7,3.8,8.8,1.3,0.752,0.474,0,True
@synthetic_creator_0999,instagram,721078,38045,817,136282,25.8,9.9,12.0,41.9,12.9,45.1,2.4,8.7,42.7,0.743,0.578,0,True
